text,label,Language,trans_lan,Translated_text
"brahmasutra (kimu mudlam oiramantil thogukkappattatu manllum vedhant sutra enllum anoaicopadukintu) its 1.1.4aavatu vasanatil angigarikintu; melum, upanishtap bodhanil dunduduntak, suavirupukketap teru saitu purindukolvatait tavirtu ore orunginaint muriil purindukoll wants, atil ved vasanangans alnoku, uittunarthal manllum itar pramanangas bonthe mabbbb aritl valigalotu otisaivakqib payanbadutt wants enkintu.",7,tam,"ப்ரஹ்மஸுத்ர (கிமு முட்லம் ஓஈரமந்தில் தோகுக்காப்பட்டாது மன்லும் வேதாந்த ஸுத்ர என்ல்லம் அநோஐகோபாடுகிம்டூ) இட 1.1.4ஆவாது வாஸநாதீல அம்கீகரிகீநடூ; மேலம், உபநீஷ்டப போதநீல துண்டுதுந்தக, ஸுவிருபுக்கேதப தேரு ஸைதும் பூரிந்துகோல்வதஐட் தவிர்து ஓர் ஓரங்கினைண்ட் முரீல் பூரிந்துகோல் வேண்ட்ஸ், அதில வேத வாஸநநகன்ஸ் அல்னோகு, உயித்துநார்தல் மன்லும் இதர ப்ரமாநங்கஸ் போந்தே மாப் அரித்ல் வாலீகலோடு ஓடீஸைவக்கிப் பயந்பாதுத்த வேண்ட்ஸ் என்கிண்டூ.","Part II (Articles 1.1.4 and asserts the need for the Upanishadic teachings to be understood not on a piecemeal, cherry-picked basis, but rather in a unified way wherein the ideas in the Vedic texts are harmonized with other means of knowledge such as perception, inference, and remaining pramanas."
indet tophils seyvorai uloud turaiil baniyamartt muyalsikk wants endu atu sushakamakach chuttukintu.,7,tam,இண்டித டோபில் செய்வோராஈ உலௌத் துரஈல பனியமாரட் முயால்சிக்க வேண்ட்ஸ் எண்டு அது ஸுஷக்மகாச சுத்துகீநடூ.,It is immaterial whether damages for the use are in fact claimed or not by the owner in an action against the trespasser.
"irudip bagudiil ull woru chiriya patti, itsvit mukhiaman pore vivkaras kuritm pore yanes manllum veerars palveru vidamagap payanbaduttapatum muris kuritm vivkkukintu.",7,tam,"இருதீப பகுடீல உல்ல் வோரும் சீரியா பட்டி, இதிவித முகியாமாந போர் விவ்காரஸ குரிதம போர் யான்ஸ் மன்லும் வீரர்ஸ் பால்வேரு விதாமகப் பயந்பாதுத்தபதும் முரிஸ் குரிதம விவ்க்குகிநடூ.","In the two extremes, the Northern grid is volleying a three-dimensional warfare with an occasional warplane and a host of warships."
"ind vedatin moddhat thogudi 31 mukiya raganglagab brickcapattuldu, adhil ovvoru kirant ragamum menokondu neelam manllum asirier variag vkukkapattuldu.",7,tam,"இண்ட் வேதாதின் மோத்தத் தோகுடி 31 முகீயா ரகம்கலாகப் பிரிக்காபட்டுல்டு, அதில ஓவ்வோரு கிரம்த ரகாமம் மெனோகோன்டு நீலம் மன்லும் அசிரியர் வாரியாக் வ்குக்கபட்டுல்டு.","The caves are divided in 31 sections, each with an ooze of minarets, which are covered with wood and themes of red."
innul balatruppatt talibbughalil vevveru alavu pattikas kont ore uraint vativ upanitdam.,7,tam,இந்நுல பலத்ருப்பட் தாலிப்புகாலில வேவ்வேரு அலவும் பத்திகாஸ கோண்ட் ஓர் உரைண்ட் வாடிவ உபநித்தம்.,It's a hybrid affair with different kinds of music.
"india nastikach chittandakalil pauttom, samanam, charvagam, ashivagam ullitt anaiyawai atankum.",7,tam,"இந்தியா நஸ்தீகாச சித்தம்தகாலீல பாத்தம், ஸமாநம, சர்வாகம், அஷீவாகம் உல்லி அநையாவாய் அடம்கம்.","The Indian Constitution contains all the religions, cultures, beliefs, societal interests."
"edutoukattak, ""vittaikaranum pechum kumil vivkum"" enjh katail ""woru kieaver"" kumil vihakin echarikylap putkkanitu adan vilaivak tanticcapadukirar.",7,tam,"எடுதௌகத்தக, ""வித்தைகரநும்ம பேசம் குமீல விவகம்"" என்ஜ் கட்ய்ல் ""வோரும் கிலவர்"" குமீல விஹாகின் ஏச்சரிகைலாப புடகானிதும் அதன் விலைவக தாண்டிக்காபாடுகிரர்.","For example, ""The Trickster and the Talking Bulb"" tells the story of ""The Old Man"", who disregards the warnings of a bulb and, in turn, gets punished for his defiance."
"ind nanayas perumballum damirtil aritak velliil irundal, ulok acchugal devaiyana vativamippugaluton kavanmak varcoppattanu.",7,tam,"இண்ட் நாநாயாஸ பெரும்பால்ம் தாமிர்தீல அரீதக வெல்லீல் இருந்தல, உலோக் அச்சுகல தேவையாநா வாடிவாமிப்புகளூடன் கவந்மக வார்கப்பட்தநு.","These coins were mostly in copper and rarely in silver, the metal dies were carefully cast with the required designs."
"ind nidhdhya jeevan - yemantup perwatiy all - chindenil arllum manidhar sudndram atikhistar, avaruku orupodhum kavalai erbaduvatill endu uraikiritu katopanitedam.",7,tam,"இண்ட் நித்த்யா ஜீவன் - யேமநதூப பெர்வதீய ஆல் - சீந்தேநீல அர்ல்லம் மநிதர ஸுதங்த்ரம் அதிகிஸ்தார், அவருகு ஓருபோதும் கவலாஈ எர்பதுவாடில் எண்டு உரைகிரீது கேடோபனிதேதம்.","The individual, asserts Katha Upanishad, who contemplates this eternal and not crooked one, becomes free and never experiences grief."
"indep bagudiin irutiil palveru aayudhs charnt seycaikalin peyarkas patialidapattuluna, avarkhil wal manllum kataym (kataksarmavidav) dodarpana 32 nililum, chandiitus podhu gaicoap prayogipadaskana 11 uttikathum, gaibbike kaiyalvadadhakana 5 seyalesum, melum chakra (pore valayam), itti, tomara (irumbuddhati), kata (thendayudam), kottari, suddial, bindipala alltu laghuda, vajra, kudual, kavatte, gundandati alltu kusundati akhiyawe dodarpana seyalkalin pattialum udpatum.",7,tam,"இன்டிப் பகுடீன் இருதீல பால்வேரு ஆயுத்ஸ் சார்ன்ட் செய்கைகாலின் பேயர்காஸ படியாலிதப்பட்டுலுநா, அவர்கில வால் மன்லும் கடாய்ம் (கடக்ஸர்மாம்விதாவ) டோதர்பநா 32 நீலீலம், சம்தீதஸ் போது க்ய்கோப் ப்ரயோகிபதாஸ்காநா 11 உத்தீகாதும, க்ய்ப்பைக் கையால்வாதாதாகநா 5 ஸேயலேஸும், மேலம் சக்ர (போர் வாலயம), இட்டி, தோமரா (இரும்புத்ததீ), கடா (தண்ட்யுதம்), கோத்தாரி, ஸுத்த்யல், பிம்திபாலா அல்து லகுடா, வஜ்ரா, குடுல, கவத்தே, குண்டண்டாதி அல்து குசும்ததி அகியாவே டோதர்பநா ஸேயலகாலின் பட்டியாலும் உத்பதும்.","The rare and threatened animal species identified are green sea turtle (mariner), dugong, Irrawaddy dolphin, blackbuck, Spoon-billed sandpiper, Chilika limbless skink, and fishing cat."
